job,currency
"Therapist, music",BZD
Neurosurgeon,INR
Corporate investment banker,LAK
Corporate investment banker,DJF
Geoscientist,CNY
Environmental consultant,TVD
"Journalist, magazine",BYR
Product manager,VUV
Patent attorney,SEK
"Therapist, horticultural",SYP
"Nurse, learning disability",AUD
Advertising copywriter,PGK
Armed forces technical officer,UYU
Colour technologist,MKD
Higher education lecturer,JOD
Music therapist,DJF
"Surveyor, building",CVE
"Librarian, public",ILS
"Administrator, arts",RON
Government social research officer,ISK
Medical illustrator,THB
Human resources officer,LKR
Occupational hygienist,MGA
Archaeologist,GHS
Secondary school teacher,MDL
Hydrologist,BTN
Air cabin crew,CHF
Clinical research associate,ALL
Best boy,JPY
Transport planner,BOB
"Horticulturist, commercial",KHR
Facilities manager,HRK
Waste management officer,AMD
"Scientist, product/process development",BAM
Environmental manager,CVE
Insurance underwriter,SDG
Lawyer,MDL
Local government officer,MOP
Clothing/textile technologist,ANG
Armed forces logistics/support/administrative officer,AZN
"Horticulturist, amenity",PYG
Management consultant,AOA
Actor,UAH
Graphic designer,ZWD
Food technologist,BWP
"Education officer, environmental",UGX
Leisure centre manager,KRW
Oncologist,BZD
"Editor, film/video",RON
Medical technical officer,SVC
Pharmacologist,BIF
Chartered public finance accountant,BDT
Artist,XCD
"Engineer, maintenance",KGS
Occupational hygienist,XPF
Minerals surveyor,CNY
Marketing executive,BBD
Historic buildings inspector/conservation officer,TTD
"Solicitor, Scotland",BND
Training and development officer,TVD
Higher education lecturer,TRY
"Copywriter, advertising",AUD
Barista,OMR
IT sales professional,PGK
Insurance underwriter,MNT
Translator,KYD
Chemical engineer,RUB
Market researcher,ZWD
Hotel manager,SLL
Fine artist,BOB
Commercial art gallery manager,PAB
Merchant navy officer,BHD
Publishing copy,CHF
Physiotherapist,RSD
"Surveyor, quantity",LTL
Data processing manager,MNT
Risk analyst,KYD
Sport and exercise psychologist,TRY
"Administrator, arts",SAR
"Production assistant, radio",AFN
International aid/development worker,TTD
Data scientist,DJF
Manufacturing engineer,FJD
Graphic designer,PAB
Lawyer,UGX
"Librarian, academic",AWG
Firefighter,SPL
Actuary,IQD
"Development worker, international aid",NOK
"Surveyor, land/geomatics",SVC
Investment analyst,CUC
Research scientist (life sciences),AWG
Building control surveyor,BGN
Health promotion specialist,WST
Pensions consultant,KRW
Magazine features editor,SVC
Air cabin crew,NIO
"Engineer, energy",SVC
Film/video editor,BND
Chief Operating Officer,AZN
Police officer,PGK
Press photographer,BMD
"Development worker, international aid",BAM
Intelligence analyst,RWF
Physiological scientist,XAF
Animal technologist,GBP
Translator,ZWD
Exhibition designer,PLN
Phytotherapist,TMT
Chief Operating Officer,NPR
Arts administrator,MKD
"Scientist, biomedical",RSD
Dancer,PGK
Electrical engineer,VND
Therapeutic radiographer,ARS
Health service manager,GMD
Therapeutic radiographer,SGD
Occupational psychologist,MAD
"Engineer, mining",SCR
Environmental health practitioner,TND
Child psychotherapist,MVR
Editorial assistant,BMD
Financial manager,VEF
IT consultant,BWP
Personnel officer,IMP
Merchant navy officer,MWK
Ambulance person,KMF
Insurance account manager,TND
"Horticulturist, amenity",CLP
"Exhibitions officer, museum/gallery",MOP
Paediatric nurse,BND
Research scientist (medical),LBP
Town planner,ZAR
Waste management officer,AUD
Air cabin crew,PKR
Air cabin crew,LBP
"Producer, television/film/video",LBP
Mining engineer,MDL
Surgeon,BIF
"Engineer, building services",AZN
Community arts worker,CLP
"Designer, industrial/product",SRD
"Optician, dispensing",KWD
Biomedical scientist,BHD
Mining engineer,FJD
Editorial assistant,GEL
Outdoor activities/education manager,LKR
Land/geomatics surveyor,ZWD
Podiatrist,RON
"Research officer, trade union",TZS
Aid worker,CUC
"Engineer, control and instrumentation",BZD
Armed forces logistics/support/administrative officer,MOP
Solicitor,MNT
Advertising account planner,BIF
Engineering geologist,COP
"Research officer, government",BZD
"Programmer, multimedia",IRR
Radio producer,JPY
Hotel manager,CNY
Charity fundraiser,KGS
Politician's assistant,TMT
Hospital doctor,BND
Regulatory affairs officer,PHP
"Buyer, industrial",XPF
Personnel officer,ETB
Communications engineer,ERN
Medical laboratory scientific officer,GYD
"Optician, dispensing",NOK
Plant breeder/geneticist,EGP
"Engineer, building services",GTQ
Bookseller,THB
"Geneticist, molecular",CZK
Ranger/warden,IRR
"Designer, graphic",RSD
Garment/textile technologist,BZD
"Administrator, sports",YER
Clinical molecular geneticist,XAF
"Editor, film/video",KZT
Film/video editor,TWD
Civil Service fast streamer,OMR
"Biochemist, clinical",KRW
Advertising account planner,FJD
Sub,JOD
"Engineer, biomedical",BRL
Hospital pharmacist,AED
Manufacturing systems engineer,OMR
Structural engineer,PLN
"Engineer, technical sales",QAR
Maintenance engineer,BZD
Commercial/residential surveyor,TMT
Media buyer,BSD
Data processing manager,BIF
Music tutor,IMP
Medical sales representative,CUC
"Scientist, forensic",SPL
"Radiographer, diagnostic",KYD
Soil scientist,PYG
Forest/woodland manager,TRY
Secretary/administrator,PLN
Diagnostic radiographer,KRW
Counsellor,MVR
Pensions consultant,BWP
"Administrator, local government",UZS
"Psychologist, counselling",SVC
Catering manager,BOB
"Programmer, systems",PLN
Radio broadcast assistant,NZD
"Loss adjuster, chartered",KES
Clinical psychologist,INR
Museum/gallery curator,XPF
Town planner,JPY
"Embryologist, clinical",OMR
Public relations account executive,IDR
"Buyer, industrial",EGP
"Psychologist, clinical",NPR
"Conservation officer, nature",GNF
Surgeon,HRK
Graphic designer,GGP
Pharmacologist,LTL
"Surveyor, planning and development",SVC
"Journalist, broadcasting",TOP
"Education officer, community",NAD
Ceramics designer,SCR
Trading standards officer,ALL
Early years teacher,IMP
"Doctor, hospital",GNF
Podiatrist,GTQ
Office manager,LYD
Television/film/video producer,LYD
Sub,AZN
IT technical support officer,BAM
"Producer, radio",IMP
"Scientist, water quality",MRO
Sales promotion account executive,JPY
Charity fundraiser,KYD
"Horticulturist, commercial",MVR
Public relations officer,RSD
"Engineer, site",NZD
Art gallery manager,ZMW
"Designer, multimedia",GEL
Textile designer,SHP
Tree surgeon,HUF
Public affairs consultant,EUR
Facilities manager,PLN
Higher education careers adviser,ILS
Retail banker,SZL
Dance movement psychotherapist,RWF
Public relations officer,XDR
"Surveyor, planning and development",DZD
Community education officer,UAH
"Conservator, museum/gallery",BHD
"Doctor, hospital",STD
Museum education officer,TWD
Transport planner,HUF
Network engineer,SEK
Recycling officer,TND
"Lecturer, higher education",BAM
Insurance underwriter,USD
Educational psychologist,NGN
Automotive engineer,NGN
"Production assistant, television",CVE
Management consultant,BYR
Minerals surveyor,AWG
Insurance broker,THB
Exercise physiologist,HKD
Chief Executive Officer,BWP
Chief Financial Officer,TOP
Field seismologist,BSD
Geophysical data processor,SEK
Trading standards officer,MRO
"Administrator, local government",GYD
"Engineer, production",TRY
Materials engineer,FKP
Race relations officer,MVR
Trade mark attorney,IMP
"Scientist, physiological",ZWD
Regulatory affairs officer,BAM
Physiological scientist,XPF
Rural practice surveyor,NAD
Financial trader,IRR
Financial trader,JMD
Personal assistant,EGP
Freight forwarder,BTN
Nutritional therapist,HRK
Forensic psychologist,CZK
"Engineer, maintenance",AFN
"Accountant, chartered certified",LTL
Meteorologist,SAR
Manufacturing engineer,AWG
"Surveyor, planning and development",SGD
Systems developer,TTD
"Embryologist, clinical",JPY
"Therapist, sports",SAR
"Engineer, electrical",BWP
Technical sales engineer,ALL
"Therapist, nutritional",INR
Automotive engineer,PEN
"Scientist, research (medical)",COP
"Producer, radio",SYP
Optometrist,UZS
Research scientist (maths),KES
"Sound technician, broadcasting/film/video",TTD
Contractor,TZS
"Merchandiser, retail",MDL
Operations geologist,AUD
Advertising art director,LKR
Hydrographic surveyor,SDG
Hospital pharmacist,AFN
"Production designer, theatre/television/film",GNF
"Designer, ceramics/pottery",QAR
"Surveyor, commercial/residential",MYR
"Scientist, research (physical sciences)",PGK
Warden/ranger,MZN
Research scientist (maths),JOD
Event organiser,CUP
Interior and spatial designer,PEN
"Engineer, maintenance",CLP
"Designer, graphic",USD
Herbalist,BMD
Special educational needs teacher,MGA
Agricultural engineer,GHS
Multimedia specialist,CVE
Contractor,PYG
"Programmer, systems",ALL
"Surveyor, rural practice",HKD
Games developer,RUB
Special effects artist,PEN
Hydrologist,NOK
Best boy,ARS
"Administrator, arts",AWG
Clinical embryologist,CVE
Race relations officer,NIO
Commercial art gallery manager,SHP
Location manager,SEK
Claims inspector/assessor,CNY
Fish farm manager,SYP
Fish farm manager,TOP
Air cabin crew,UYU
"Conservator, furniture",THB
Higher education lecturer,DJF
Occupational therapist,FJD
Museum/gallery conservator,LSL
Sub,ETB
Chief Strategy Officer,GYD
Metallurgist,AZN
Prison officer,USD
Sports therapist,BOB
"Psychologist, educational",TOP
"Programmer, applications",GTQ
Estate manager/land agent,BTN
Information systems manager,JOD
Make,CDF
Community arts worker,LKR
Systems analyst,BWP
Banker,BAM
Geochemist,AZN
"Psychologist, counselling",AMD
Training and development officer,ALL
"Programmer, multimedia",GIP
Senior tax professional/tax inspector,KGS
Insurance risk surveyor,BYR
"Editor, film/video",NZD
Chief Financial Officer,KPW
Geoscientist,BND
Sales promotion account executive,KZT
"Surveyor, building",ZMW
Estate manager/land agent,VEF
Product/process development scientist,KHR
Electronics engineer,MZN
Chiropodist,GTQ
"Engineer, technical sales",MDL
Personal assistant,PGK
Secondary school teacher,SYP
"Therapist, art",TND
"Programmer, multimedia",GGP
Child psychotherapist,MAD
Translator,NAD
Estate manager/land agent,MXN
Arboriculturist,NPR
Call centre manager,CNY
Copy,FJD
Technical brewer,GIP
Art gallery manager,MOP
Chief Operating Officer,LKR
Manufacturing systems engineer,HTG
Civil Service administrator,BDT
Illustrator,TZS
"Restaurant manager, fast food",KGS
Tour manager,VEF
Trading standards officer,IDR
"Accountant, chartered management",GTQ
Forest/woodland manager,MGA
Patent examiner,NOK
Leisure centre manager,KZT
Comptroller,JPY
"Designer, multimedia",SCR
Merchant navy officer,NOK
"Administrator, charities/voluntary organisations",USD
Actuary,ZAR
"Geneticist, molecular",CHF
Chief Operating Officer,SLL
"Conservation officer, historic buildings",MVR
Ranger/warden,SOS
Office manager,PEN
Biomedical engineer,ZWD
"Psychotherapist, dance movement",LTL
Logistics and distribution manager,MXN
"Surveyor, rural practice",LYD
Diplomatic Services operational officer,IDR
"Journalist, broadcasting",CZK
"Engineer, automotive",LTL
Therapeutic radiographer,SYP
Games developer,AWG
Management consultant,ETB
"Engineer, control and instrumentation",RON
Medical secretary,GYD
Human resources officer,VEF
"Surveyor, quantity",MYR
"Lighting technician, broadcasting/film/video",MKD
Health promotion specialist,CUC
Science writer,SGD
Market researcher,TOP
Dietitian,SGD
Horticultural consultant,BOB
Animal nutritionist,BBD
Stage manager,LBP
"Scientist, physiological",MDL
Dealer,IQD
Training and development officer,KGS
Mechanical engineer,MDL
Astronomer,FJD
"Producer, television/film/video",HTG
"Designer, fashion/clothing",RON
Bonds trader,KYD
Chemical engineer,MOP
Sport and exercise psychologist,EUR
"Therapist, occupational",NOK
"Designer, graphic",VEF
Associate Professor,MMK
Site engineer,GMD
Chemical engineer,GIP
Statistician,SCR
Forest/woodland manager,BIF
Publishing rights manager,BRL
Podiatrist,CRC
"Horticulturist, amenity",TWD
Interior and spatial designer,VUV
Haematologist,MOP
Rural practice surveyor,VEF
Broadcast engineer,PKR
Teaching laboratory technician,YER
Chief Executive Officer,PHP
Product manager,PAB
Site engineer,QAR
Mining engineer,IRR
English as a foreign language teacher,NGN
"Accountant, chartered certified",XCD
Historic buildings inspector/conservation officer,BMD
Dispensing optician,SRD
"Psychologist, clinical",LYD
"Journalist, magazine",GHS
English as a second language teacher,EGP
"Scientist, forensic",GNF
"Research officer, government",CRC
Adult nurse,BSD
"Secretary, company",PYG
Ophthalmologist,SVC
Planning and development surveyor,AWG
Media planner,XAF
Marine scientist,BZD
"Designer, exhibition/display",ARS
Geochemist,SGD
Recycling officer,EGP
Materials engineer,SBD
"Editor, commissioning",TVD
"Horticulturist, amenity",DKK
Public relations officer,GBP
"Psychologist, occupational",COP
Ophthalmologist,CUP
"Designer, textile",PLN
"Programmer, applications",SVC
Ranger/warden,COP
Product/process development scientist,NPR
"Engineer, structural",SHP
Research scientist (maths),GYD
Merchant navy officer,NGN
Public relations officer,MXN
Translator,XDR
Leisure centre manager,SDG
Insurance account manager,YER
Forensic psychologist,TMT
Medical laboratory scientific officer,GTQ
Database administrator,KHR
Paediatric nurse,SDG
Soil scientist,XAF
Arts development officer,MZN
Ranger/warden,VUV
"Engineer, manufacturing systems",BAM
Ceramics designer,SPL
Seismic interpreter,GBP
"Civil engineer, consulting",LBP
Energy engineer,UAH
General practice doctor,GHS
Radio producer,BIF
Midwife,XCD
"Surveyor, minerals",HKD
Medical sales representative,BND
Naval architect,NAD
International aid/development worker,GEL
"Scientist, product/process development",XDR
Microbiologist,SHP
Software engineer,JOD
Art gallery manager,NIO
Theme park manager,JMD
Energy engineer,AWG
Immunologist,MUR
Food technologist,XDR
"Engineer, maintenance",WST
"Psychologist, counselling",LKR
"Psychologist, clinical",NAD
Farm manager,EGP
Clinical cytogeneticist,LAK
"Geologist, engineering",ANG
"Engineer, manufacturing",MOP
Cartographer,BBD
Travel agency manager,LKR
Actor,EUR
Dispensing optician,SBD
Legal secretary,ETB
Senior tax professional/tax inspector,JMD
Insurance account manager,SYP
Facilities manager,UGX
"Engineer, materials",ISK
Product manager,GMD
Data scientist,MWK
Leisure centre manager,LKR
Public relations officer,SLL
Dealer,SEK
Set designer,LKR
Claims inspector/assessor,KMF
Financial risk analyst,BZD
"Engineer, automotive",BWP
Fisheries officer,KHR
Interior and spatial designer,USD
Nature conservation officer,GBP
Quantity surveyor,MKD
Advertising copywriter,MNT
Web designer,UYU
"Production assistant, television",PKR
"Journalist, newspaper",KHR
Television production assistant,DZD
Secondary school teacher,SEK
Dentist,AOA
"Engineer, mining",UAH
Chief Technology Officer,CZK
Toxicologist,KRW
Information systems manager,GMD
Magazine features editor,SEK
Sales executive,GTQ
Land/geomatics surveyor,TOP
Data processing manager,TOP
Arts administrator,SAR
Hydrologist,TVD
"Librarian, academic",BND
Colour technologist,BHD
Product/process development scientist,JMD
Insurance risk surveyor,MNT
Plant breeder/geneticist,GYD
Site engineer,MRO
Mudlogger,XDR
Legal executive,RSD
Public house manager,GEL
"Engineer, production",NAD
"Administrator, sports",SHP
"Lecturer, higher education",RWF
"Scientist, forensic",CDF
"Education officer, community",HNL
Investment analyst,UZS
Insurance broker,CDF
Information systems manager,RON
Prison officer,MKD
Legal executive,SYP
Adult guidance worker,GEL
Catering manager,TMT
"Surveyor, planning and development",IRR
Barrister,DZD
Civil Service administrator,PKR
"Optician, dispensing",BSD
"Therapist, music",SCR
"Administrator, arts",DKK
"Engineer, water",MUR
"Engineer, site",CDF
Pharmacologist,SEK
Restaurant manager,BSD
"Producer, radio",AZN
Clinical biochemist,TMT
Jewellery designer,TRY
Clinical research associate,KRW
Information systems manager,SHP
Claims inspector/assessor,BGN
Radio broadcast assistant,DZD
